ID                                      0x1d0a
Delivery_person_ID             COIMBRES19DEL03
Delivery_person_Age                  36.000000
Delivery_person_Ratings               4.200000
Restaurant_latitude                  11.022298
Restaurant_longitude                 76.998349
Delivery_location_latitude           11.082298
Delivery_location_longitude          77.058349
Order_Date                          01-03-2022
Time_Orderd                              19:60
Time_Order_picked                        20:10
Weather conditions                  Sandstorms
Road_traffic_density                       Jam
Vehicle_condition                            1
Type_of_order                           Buffet
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Name: 3044, dtype: object
