ID                                        0x4cf
Delivery_person_ID              COIMBRES06DEL03
Delivery_person_Age                         NaN
Delivery_person_Ratings                     NaN
Restaurant_latitude                  -11.021278
Restaurant_longitude                 -76.995017
Delivery_location_latitude            11.051278
Delivery_location_longitude           77.025017
Order_Date                           03-04-2022
Time_Orderd                                 NaN
Time_Order_picked                         18:55
Weather conditions                          NaN
Road_traffic_density                        NaN
Vehicle_condition                             3
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Name: 2116, dtype: object
