ID                                      0x4596
Delivery_person_ID             PUNERES010DEL02
Delivery_person_Age                  37.000000
Delivery_person_Ratings               4.700000
Restaurant_latitude                  18.539299
Restaurant_longitude                 73.897902
Delivery_location_latitude           18.559299
Delivery_location_longitude          73.917902
Order_Date                          24-03-2022
Time_Orderd                              11:40
Time_Order_picked                        11:55
Weather conditions                         Fog
Road_traffic_density                      High
Vehicle_condition                            0
Type_of_order                           Buffet
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Name: 3622, dtype: object
